owner_name,address,city,parcel_id,lot_number,sale_date,sale_price,property_type,bedrooms,bathrooms,square_feet,year_built,sale_price_clean,county,scrape_date,scrape_timestamp
"BROWN MATTHEW &
BROWN PAIGE",904 OXFORD CT,Brentwood (086),029K C 00800 000,0013,8/25/2025,"$1,880,000",,,,,,1880000.0,Williamson,2026-01-20,2026-01-20 23:01:29
"BROWN MICHAEL &
BROWN DARCIE",5608 WINSLET DR,Unincorporated (000),116G B 00100 000,,2/28/2025,"$1,430,000",,,,,,1430000.0,Williamson,2026-01-20,2026-01-20 23:01:29
BROWN MOXIE MAE REV LIV TRUST,5828 CHASE VIEW RD,Unincorporated (000),005M B 00200 000,0009,4/29/2025,$0,,,,,,0.0,Williamson,2026-01-20,2026-01-20 23:01:29
"BROWN NATHAN &
BROWN LAUREN",5212 MEAD PARK DR,Unincorporated (000),155K A 02600 000,0109,11/7/2025,$0,,,,,,0.0,Williamson,2026-01-20,2026-01-20 23:01:29
"BROWN NICHOLAS &
BARBARA FAM TRUST",2078 MORTON DR,Spring Hill (701),167K J 00400 000,0034,7/15/2025,"$590,000",,,,,,590000.0,Williamson,2026-01-20,2026-01-20 23:01:29
"BROWN PARKER &
MAYERNICK MILLERANNE",1049 SWEETLEAF DR,Franklin (263967),089L A 01900 000,0147,5/22/2025,"$491,500",,,,,,491500.0,Williamson,2026-01-20,2026-01-20 23:01:29
"BROWN ROGER &
CAROL REV TRUST",4206 WARREN CT,Unincorporated (000),089E B 00700 000,0216,12/15/2025,$0,,,,,,0.0,Williamson,2026-01-20,2026-01-20 23:01:29
"BROWN SPENCER &
KATHLEEN REV TRUST",9327 DOUBLE RUN CT,Unincorporated (000),142N A 04800 000,15048,12/22/2025,$0,,,,,,0.0,Williamson,2026-01-20,2026-01-20 23:01:29
BROWNSTONE BUSINESS PROP LLC,442 ALFRED LADD RD E,Franklin (263967),106K M 03400 000,0422,2/18/2025,$0,,,,,,0.0,Williamson,2026-01-20,2026-01-20 23:01:29
"BROWN TAYLOR REED &
BROWN SYDNEY LAUREN",6324 PERCHERON LN,Unincorporated (000),114D A 01800 000,0218,5/27/2025,"$1,700,000",,,,,,1700000.0,Williamson,2026-01-20,2026-01-20 23:01:29
"BROWN TIM &
BROWN JUDY",5007 BUDS FARM LN E,Unincorporated (000),134P A 03400 000,0134,7/1/2025,"$2,100,000",,,,,,2100000.0,Williamson,2026-01-20,2026-01-20 23:01:29
BROYLES DANIEL H,4678 SAWMILL PLACE,Nolensville (535),059C P 00600 000,6106,4/9/2025,$0,,,,,,0.0,Williamson,2026-01-20,2026-01-20 23:01:29
BRUCE GARY DANIEL LE,4742 PEYTONSVILLE RD,Unincorporated (000),134 02701 000,,2/12/2025,"$1,500,000",,,,,,1500000.0,Williamson,2026-01-20,2026-01-20 23:01:29
BRUCK FAM REV TRUST,3171 SETTING SUN DR 302,Thompson's Station (718),132H Q 00200C016,0227,12/29/2025,"$269,900",,,,,,269900.0,Williamson,2026-01-20,2026-01-20 23:01:29
"BRUFF EMILY H &
BRUFF DEREK",6002 TEMPLE RD,Unincorporated (000),005 00100 000,,8/25/2025,"$580,000",,,,,,580000.0,Williamson,2026-01-20,2026-01-20 23:01:29
BRUMFIELD MELISSA ANN,142 BIG BEN CT,Franklin (263264),079B G 04700 000,0038,8/22/2025,"$635,000",,,,,,635000.0,Williamson,2026-01-20,2026-01-20 23:01:29
BRUNNER TRUST,7943 HALEWOOD DR,Unincorporated (000),108P A 05900 000,0359,6/27/2025,"$1,432,254",,,,,,1432254.0,Williamson,2026-01-20,2026-01-20 23:01:29
"BRUNNER WAYNE &
BRUNNER MARISA",2118 LOUDENSLAGER DR,Spring Hill (701),153L L 00900 000,0009,3/17/2025,$0,,,,,,0.0,Williamson,2026-01-20,2026-01-20 23:01:29
BRW COMM PROP TRUST,1394 ROUND HILL LN,Spring Hill (701),166H D 00900 000,,11/24/2025,$0,,,,,,0.0,Williamson,2026-01-20,2026-01-20 23:01:29
"BRYAN DAVID ANDREW &
EMERSON MACKENZIE",9124 BRENTMEADE BLVD,Brentwood (086),029K D 01200 000,0124,3/6/2025,"$1,637,500",,,,,,1637500.0,Williamson,2026-01-20,2026-01-20 23:01:29
BRYAN JEFFREY DAVID,3230 NOLEN LN,Franklin (263967),077D A 02000 000,1119,10/21/2025,"$721,000",,,,,,721000.0,Williamson,2026-01-20,2026-01-20 23:01:29
BRYANT FAM TRUST,503 DAKOTA DR,Spring Hill (701),167K D 00100C020,0020,10/14/2025,$0,,,,,,0.0,Williamson,2026-01-20,2026-01-20 23:01:29
BRYANT FAM TRUST,307 DAKOTA DR,Spring Hill (701),167K D 00100C013,0013,10/14/2025,$0,,,,,,0.0,Williamson,2026-01-20,2026-01-20 23:01:29
BRYANT FAM TRUST,303 DAKOTA DR,Spring Hill (701),167K D 00100C011,0011,10/14/2025,$0,,,,,,0.0,Williamson,2026-01-20,2026-01-20 23:01:29
BRYANT FAM TRUST,1325 SHEPERD DR,Unincorporated (000),037O D 02200 000,0135,10/14/2025,$0,,,,,,0.0,Williamson,2026-01-20,2026-01-20 23:01:29
"BRYANT MATTHEW &
BRYANT MAHVASH",3176 TRISTAN DR,Franklin (263967),077F F 01600 000,4156,7/28/2025,"$699,000",,,,,,699000.0,Williamson,2026-01-20,2026-01-20 23:01:29
"BRYANT SARAH M &
BRYANT BRADLEY D",5501 AYANA PVT DR,Unincorporated (000),109H A 00900 000,0309,3/27/2025,"$1,174,900",,,,,,1174900.0,Williamson,2026-01-20,2026-01-20 23:01:29
"BRYANT TERI LESA &
BRYANT JAMES JOSEPH",7102 COLQUITT WAY,Fairview (255),042H I 03600 000,0090,12/2/2025,"$416,000",,,,,,416000.0,Williamson,2026-01-20,2026-01-20 23:01:29
BRYON NANCY KAY,803 BRANDYLEIGH CT,Franklin (263967),052A J 08400 000,0912,6/9/2025,$0,,,,,,0.0,Williamson,2026-01-20,2026-01-20 23:01:29
BSCO TRUST,1001 DEEP WOODS TRL,Unincorporated (000),027 04900 000,0027,11/10/2025,$0,,,,,,0.0,Williamson,2026-01-20,2026-01-20 23:01:29
BSCO TRUST,200 COOL SPRINGS BLVD,Franklin (263264),062G A 00900 000,0013,11/10/2025,$0,,,,,,0.0,Williamson,2026-01-20,2026-01-20 23:01:29
BSCO TRUST,1059 DEEP WOODS TRL,Unincorporated (000),027 05400 000,0034,11/10/2025,$0,,,,,,0.0,Williamson,2026-01-20,2026-01-20 23:01:29
BTC PROPERTIES TN LLC,709 W MAIN ST,Franklin (263264),078C J 02400 000,,7/1/2025,"$2,276,250",,,,,,2276250.0,Williamson,2026-01-20,2026-01-20 23:01:29
BTC PROPERTIES TN LLC,1345 KING LN,Unincorporated (000),104 03901 000,,4/21/2025,"$1,450,000",,,,,,1450000.0,Williamson,2026-01-20,2026-01-20 23:01:29
BTM VENTURES LLC,2101 BRANFORD PLACE 204,Thompson's Station (718),132H Q 01300C008,,11/24/2025,$0,,,,,,0.0,Williamson,2026-01-20,2026-01-20 23:01:29
"BUBERT JOHN &
BUBERT MELISSA",225 DERBY LN,Unincorporated (000),037P C 00500 000,0044,5/8/2025,"$960,000",,,,,,960000.0,Williamson,2026-01-20,2026-01-20 23:01:29
"BUCEK TIMOTHY ROY &
BUCEK CATHY RUTH",1209 LUCKETT RD,Unincorporated (000),015K D 04800 000,0748,2/27/2025,"$1,322,500",,,,,,1322500.0,Williamson,2026-01-20,2026-01-20 23:01:29
"BUCHANAN JOSHUA JAMES &
BUCHANAN ERIKA KAY",2209 SPRINGDALE DR,Unincorporated (000),105C A 00200 000,0065,8/28/2025,$0,,,,,,0.0,Williamson,2026-01-20,2026-01-20 23:01:29
"BUCHANAN LUCAS BRYAN &
BUCHANAN RANDEE SCHEREE",9507 ELGIN WAY,Brentwood (086),060H B 01600 000,0084,4/14/2025,"$1,700,000",,,,,,1700000.0,Williamson,2026-01-20,2026-01-20 23:01:29
"BUCHANAN WESLEY THOMAS &
MOORE FRANCES JILL",4899 J D BENNETT RD,Unincorporated (000),164 03312 000,TR1,6/6/2025,$0,,,,,,0.0,Williamson,2026-01-20,2026-01-20 23:01:29
BUCHHORN DEBORAH,1531 PUMPKIN RIDGE CT,Nolensville (535),056G A 01400 000,1114,8/12/2025,$0,,,,,,0.0,Williamson,2026-01-20,2026-01-20 23:01:29
"BUCKLEY ARTHUR ALLEN &
BUCKLEY CRYSTAL",5209 BOND SPRINGS CT,Unincorporated (000),155F B 01300 000,0213,3/13/2025,"$2,538,442",,,,,,2538442.0,Williamson,2026-01-20,2026-01-20 23:01:29
"BUCKLEY JOHN &
SUSAN LIV TRUST",5242 WILDINGS BLVD,Unincorporated (000),135O A 04800 000,,7/9/2025,$0,,,,,,0.0,Williamson,2026-01-20,2026-01-20 23:01:29
BUCKLEY MICHAEL FRANCIS,411 LUNA CT,Franklin (263264),079I E 01500 000,0030,6/14/2025,$0,,,,,,0.0,Williamson,2026-01-20,2026-01-20 23:01:29
BUCKLEY PAULA ANN REV TRUST,4289 PEYT-TRINITY RD,Unincorporated (000),116 06302 000,0001,8/26/2025,$0,,,,,,0.0,Williamson,2026-01-20,2026-01-20 23:01:29
BUCKLEY TAYLOR RUBY GAGAN GIFT TRUST,7521 WHISKEY RD,Unincorporated (000),136N B 02100 000,0323,8/13/2025,"$5,500,000",,,,,,5500000.0,Williamson,2026-01-20,2026-01-20 23:01:29
"BUCK MICHAEL &
BUCK JULIE",6023 TROUT LN,Spring Hill (701),167I B 01500 000,0256,9/16/2025,"$1,165,000",,,,,,1165000.0,Williamson,2026-01-20,2026-01-20 23:01:29
BUCKNER LINDA J,3049 CLEAVER ST,Franklin (263967),064N E 03700 000,2535,6/26/2025,"$719,900",,,,,,719900.0,Williamson,2026-01-20,2026-01-20 23:01:29
"BUCK RON &
BUCK MARY",34 FOX VALE LN,Unincorporated (000),023 06901 000,"0019, 0023",4/3/2025,"$2,170,000",,,,,,2170000.0,Williamson,2026-01-20,2026-01-20 23:01:29
"BUDHIRJA PUNEET &
SINGH REETANE",1899 TRADITIONS CIR,Brentwood (086),060H I 01100 000,0044,2/17/2025,"$2,300,000",,,,,,2300000.0,Williamson,2026-01-20,2026-01-20 23:01:29
"BUEHLER WILLIAM J &
BUEHLER CONSTANCE T",1255 CHAMPIONSHIP BLVD,Franklin (263967),077F K 01900 000,1953,10/8/2025,"$1,359,000",,,,,,1359000.0,Williamson,2026-01-20,2026-01-20 23:01:29
"BUFFINGTON JEFFREY &
ELIZABETH FAM TRUST",992 CONAR ST,Franklin (263967),077J A 03800 000,2357,3/12/2025,$0,,,,,,0.0,Williamson,2026-01-20,2026-01-20 23:01:29
BUFFINGTON SARAH R LIV TRUST,100 CHURCH ST,Franklin (263264),078C F 00500C014,0014,9/10/2025,$0,,,,,,0.0,Williamson,2026-01-20,2026-01-20 23:01:29
"BUFFORD ASHLEY NICOLE &
DHOKIA SANDEEP VIRJEE",3232 KNOTTS DR,Thompson's Station (718),132N H 04800 000,2048,4/10/2025,"$820,000",,,,,,820000.0,Williamson,2026-01-20,2026-01-20 23:01:29
BUFFORD LANELLE S LIV TRUST,506 ELLINGTON DR,Unincorporated (000),106H C 09600 000,0020,3/19/2025,$0,,,,,,0.0,Williamson,2026-01-20,2026-01-20 23:01:29
BUFORD BOBBY RAINEY,5345 WADDELL HOLLOW RD,Unincorporated (000),050 02900 000,,2/24/2025,$0,,,,,,0.0,Williamson,2026-01-20,2026-01-20 23:01:29
"BUFORD JESSICA &
BUFORD ANDREW",1133 SWEETLEAF DR,Franklin (263967),089L B 01600 000,0133,1/6/2026,"$440,000",,,,,,440000.0,Williamson,2026-01-20,2026-01-20 23:01:29
"BUG &
CHI TN TENANCY BY THE ENTIRETY TRUST",1937 ELIOT RD,Franklin (263967),077J A 00700 000,2326,12/17/2025,"$3,335,000",,,,,,3335000.0,Williamson,2026-01-20,2026-01-20 23:01:29
BUHLIG SHADDIC D,341 CHILDE HAROLDS CIR,Brentwood (086),034D D 01800 000,0116,4/25/2025,"$1,436,800",,,,,,1436800.0,Williamson,2026-01-20,2026-01-20 23:01:29
"BUIKEMA RANDALL &
BUIKEMA MARY",6037 WHITMAN RD 302,Franklin (263967),064N F 06800C010,Unit 302,10/10/2025,"$773,367",,,,,,773367.0,Williamson,2026-01-20,2026-01-20 23:01:29
BUILTA SHEILA R REV TRUST,3220 PLEASANTVILLE BRDG RD,Thompson's Station (718),145K H 00400 000,7004,5/6/2025,$0,,,,,,0.0,Williamson,2026-01-20,2026-01-20 23:01:29
"BUI SONNY I &
DO HUONG V",9954 LODESTONE DR,Brentwood (086),034M D 02700 000,1927,2/21/2025,$0,,,,,,0.0,Williamson,2026-01-20,2026-01-20 23:01:29
BULLINGTON BARBARA J REV TRUST,128 HOLIDAY CT #A-1,Franklin (263264),079F B 00900C001,A-1,2/26/2025,$0,,,,,,0.0,Williamson,2026-01-20,2026-01-20 23:01:29
"BULOW RYAN &
BULOW KELLY",532 CLEMENTE AVE,Nolensville (535),033K A 01900 000,0079,4/10/2025,"$995,000",,,,,,995000.0,Williamson,2026-01-20,2026-01-20 23:01:29
"BULOW TIMOTHY AARON &
BULOW CAROLINA",1642 HONEYMAN PT,Brentwood (086),055B D 01900 000,0160,6/20/2025,"$2,366,048",,,,,,2366048.0,Williamson,2026-01-20,2026-01-20 23:01:29
BUMGARDNER CHRISTOPHER,5401 WILLIAMSBURG RD,Brentwood (086),012L B 00300 000,0008,4/3/2025,"$1,295,000",,,,,,1295000.0,Williamson,2026-01-20,2026-01-20 23:01:29
BUMPOUS FAM TRUST,6720 COOL SPRINGS RD,Unincorporated (000),156 01414 000,0604,6/11/2025,$0,,,,,,0.0,Williamson,2026-01-20,2026-01-20 23:01:29
BUMPUS REV TRUST,6118 PADDOCK PL,Brentwood (086),012C A 01300 000,0124,8/8/2025,$0,,,,,,0.0,Williamson,2026-01-20,2026-01-20 23:01:29
"BUNCH DOUGLAS JAMES &
BUNCH ROBERTA SUE",7169 BOLTON ST,Franklin (263967),077C K 02100 000,2573,10/3/2025,"$1,099,554",,,,,,1099554.0,Williamson,2026-01-20,2026-01-20 23:01:29
BUNTING FAM REV LIV TRUST,1007 CONAR ST,Franklin (263967),077J A 03400 000,2353,1/28/2025,$0,,,,,,0.0,Williamson,2026-01-20,2026-01-20 23:01:29
BUONO SIRPA,7214 TIMBERLANE DR,Fairview (255),047H H 02600 000,0092,7/11/2025,"$390,000",,,,,,390000.0,Williamson,2026-01-20,2026-01-20 23:01:29
"BURAGE AMANDA &
BURAGE JOHN",1110 BEECH GROVE RD,Brentwood (086),034B A 05000 000,0010,5/14/2025,"$1,200,000",,,,,,1200000.0,Williamson,2026-01-20,2026-01-20 23:01:29
BURA STEFAN,3007 PANDELL CT,Spring Hill (701),167E F 06100 000,0330,3/13/2025,"$395,000",,,,,,395000.0,Williamson,2026-01-20,2026-01-20 23:01:29
BURCH FAM TRUST,4621 NADINE LN,Unincorporated (000),134P A 00900 000,0109,4/17/2025,$0,,,,,,0.0,Williamson,2026-01-20,2026-01-20 23:01:29
BURCH LORI,2812 CURACAO LN,Spring Hill (701),154J C 02600 000,0160,12/10/2025,"$487,500",,,,,,487500.0,Williamson,2026-01-20,2026-01-20 23:01:29
BURCH NICOLE REV LIV TRUST,2750 TOLLIE LN,Thompson's Station (718),145J A 00700 000,0208,5/2/2025,$0,,,,,,0.0,Williamson,2026-01-20,2026-01-20 23:01:29
BURCHYETT LIV TRUST,2051 MOULTRIE CIR,Franklin (263967),106C F 00100C040,,4/21/2025,"$545,000",,,,,,545000.0,Williamson,2026-01-20,2026-01-20 23:01:29
BURD FAMILY TRUST,1975 EVERGREEN RD,Unincorporated (000),147 04710 000,,6/2/2025,"$2,025,000",,,,,,2025000.0,Williamson,2026-01-20,2026-01-20 23:01:29
BU REV TRUST,23 TRADITION LN,Brentwood (086),034G B 03500 000,0420,3/13/2025,$0,,,,,,0.0,Williamson,2026-01-20,2026-01-20 23:01:29
"BURGESS BENJAMIN D &
BURGESS DARA S",1512 PINKERTON RD,Brentwood (086),030L B 03900 000,0355,7/31/2025,"$780,000",,,,,,780000.0,Williamson,2026-01-20,2026-01-20 23:01:29
BURGIO LISA A TRUST,9813 EASTON DR,Brentwood (086),055E C 01100 000,0075,12/19/2025,"$3,196,285",,,,,,3196285.0,Williamson,2026-01-20,2026-01-20 23:01:29
"BURGOS ROBERT &
BURGOS ELLEN",7276 MURREL DR,Unincorporated (000),134E B 01100 000,0311,8/28/2025,"$1,625,000",,,,,,1625000.0,Williamson,2026-01-20,2026-01-20 23:01:29
BURINGRUD ADRIAN REV TRUST,1010 DUNROBIN DR,Franklin (263967),080A D 00700 000,0716,5/9/2025,"$750,000",,,,,,750000.0,Williamson,2026-01-20,2026-01-20 23:01:29
"BURKE GEORGE &
BURKE LEA",147 STURBRIDGE DR,Franklin (263264),078E H 02900 000,0078,6/13/2025,"$949,000",,,,,,949000.0,Williamson,2026-01-20,2026-01-20 23:01:29
BURKE JOYCE TRUST,3044 AULD TATTY DR,Spring Hill (701),167D K 01301 000,0164,4/30/2025,$0,,,,,,0.0,Williamson,2026-01-20,2026-01-20 23:01:29
"BURKE KYLE &
LATUSKA KATELYN",161 CHESTER STEPHENS RD,Franklin (263967),080P D 00100 000,,5/8/2025,"$1,239,900",,,,,,1239900.0,Williamson,2026-01-20,2026-01-20 23:01:29
"BURKE MARK &
BURKE STEPHANIE",4885 BETHESDA-DUPLEX RD,Unincorporated (000),165 05200 000,,3/27/2025,"$72,500",,,,,,72500.0,Williamson,2026-01-20,2026-01-20 23:01:29
BURKITT COMMONS IRR TRUST,4000 ADDY WAY #B,Nolensville (535),033 08208 000,0004,10/28/2025,"$5,450,000",,,,,,5450000.0,Williamson,2026-01-20,2026-01-20 23:01:29
BURKS KATHRYNE YATES,1000 WYNN CIR,Franklin (263967),064N F 06100 000,2489,10/10/2025,"$872,420",,,,,,872420.0,Williamson,2026-01-20,2026-01-20 23:01:29
BURKS SUSAN ELIZABETH REV TRUST,305 SILVERCREEK CT,Unincorporated (000),013H C 01500 000,2449,12/29/2025,$0,,,,,,0.0,Williamson,2026-01-20,2026-01-20 23:01:29
BURKY FAM TRUST FBO KIMBERLY BURKY STUNKEL,131 CALM WATERS ST,Franklin (263967),106C I 01000 000,0182,9/18/2025,$0,,,,,,0.0,Williamson,2026-01-20,2026-01-20 23:01:29
"BURLEY AARON DANIEL &
BURLEY EMILY",216 LAKE RIDGE CT,Unincorporated (000),037J C 01100 000,0213,12/17/2025,"$1,675,000",,,,,,1675000.0,Williamson,2026-01-20,2026-01-20 23:01:29
"BURLINGAME ERIC PHILLIP &
BURLINGAME MARIA",5036 POPLAR FARMS DR,Franklin (263967),080G E 07200 000,0072,3/14/2025,"$650,910",,,,,,650910.0,Williamson,2026-01-20,2026-01-20 23:01:29
"BURM AARON J &
BURM SAMANTHA M",5025 LAUGHING BROOK LN,Franklin (263967),106C A 01200 000,0031,12/5/2025,"$1,000,000",,,,,,1000000.0,Williamson,2026-01-20,2026-01-20 23:01:29
"BURNAM DARRELL &
MARGARET FAM TRUST",1018 MALEVENTUM WAY,Spring Hill (701),166I G 00100 000,0081,4/21/2025,$0,,,,,,0.0,Williamson,2026-01-20,2026-01-20 23:01:29
BURNETTE DIANNE,1963 AMACHER DR,Spring Hill (701),167B M 00400C014,0004,7/23/2025,"$344,900",,,,,,344900.0,Williamson,2026-01-20,2026-01-20 23:01:29
"BURNETT JOSHUA MICHAEL GRADY &
BURNETT SARAH JONES",7005 FARM FIELD DR,Unincorporated (000),135M C 04000 000,,10/17/2025,"$1,165,000",,,,,,1165000.0,Williamson,2026-01-20,2026-01-20 23:01:29
"BURNETT RICKY L &
SHARON R LIV TRUST",8350 HALEY LN,Unincorporated (000),137 01005 000,4 & 5,3/18/2025,$0,,,,,,0.0,Williamson,2026-01-20,2026-01-20 23:01:29
BURNETT TN COMM PROP TRUST,8215 VICTORY TRL,Brentwood (086),035O D 02800 000,0039,11/20/2025,$0,,,,,,0.0,Williamson,2026-01-20,2026-01-20 23:01:29
"BURNS ADAM &
BURNS CRISTINA",408 TWICKENHAM PL,Franklin (263967),052G F 02700 000,2054,7/9/2025,"$1,000,000",,,,,,1000000.0,Williamson,2026-01-20,2026-01-20 23:01:29
BURNS CLAUDIA F REV TRUST,1437 WESTHAVEN BLVD,Franklin (263967),077B K 00600 000,,2/28/2025,$0,,,,,,0.0,Williamson,2026-01-20,2026-01-20 23:01:29
"BURNS HOWARD D &
BURNS CATHY C",1443 BERN DR,Spring Hill (701),166H B 01300 000,0495,1/5/2026,"$470,000",,,,,,470000.0,Williamson,2026-01-20,2026-01-20 23:01:29
"BURNS MOLLY &
JONES JACOB",2017 LANDRY PLACE,Thompson's Station (718),118P I 00500 000,0005,6/12/2025,"$1,290,000",,,,,,1290000.0,Williamson,2026-01-20,2026-01-20 23:01:29
BURNS NICHOLAS,4805 WOODROW PLACE,Unincorporated (000),109K F 00800 000,1208,7/7/2025,"$1,420,000",,,,,,1420000.0,Williamson,2026-01-20,2026-01-20 23:01:29
BURNS PROPERTIES LLC,1560 HWY 96 N,Fairview (255),019 00103 000,1-A,12/22/2025,$0,,,,,,0.0,Williamson,2026-01-20,2026-01-20 23:01:29
BURNS PROPERTIES LLC,7106 COUNTY LINE RD,Unincorporated (000),019 00105 000,001B,12/22/2025,$0,,,,,,0.0,Williamson,2026-01-20,2026-01-20 23:01:29
BURNS SAM,9509 OLDACRE PVT DR,Unincorporated (000),136K C 01000 000,1310,4/23/2025,"$2,440,000",,,,,,2440000.0,Williamson,2026-01-20,2026-01-20 23:01:29
BURNS TN COMM PROP TRUST,1043 NATCHEZ VALLEY LN,Unincorporated (000),039 01904 000,0103,6/19/2025,$0,,,,,,0.0,Williamson,2026-01-20,2026-01-20 23:01:29
BURRESS BRANDON,3010 GRUNION LN,Spring Hill (701),167B I 03000 000,0358,4/3/2025,"$735,000",,,,,,735000.0,Williamson,2026-01-20,2026-01-20 23:01:29
BURRIDGE CHARLES M,7205 BIRCH BARK DR,Fairview (255),047A A 03500 000,0086,10/9/2025,"$318,000",,,,,,318000.0,Williamson,2026-01-20,2026-01-20 23:01:29
BURROW ELIZABETH LANE,304 WANDERING CIR,Franklin (263967),061K A 01600 000,0200,4/30/2025,"$1,130,000",,,,,,1130000.0,Williamson,2026-01-20,2026-01-20 23:01:29
"BURRUS RICHARD &
JANICE LIV TRUST",4006 HAVERSACK DR,Spring Hill (701),167H C 01900 000,0186,6/16/2025,$0,,,,,,0.0,Williamson,2026-01-20,2026-01-20 23:01:29
BURSHTAN JOELLEN,3013 CONGRESS DR,Franklin (263967),077K A 00300 000,,6/5/2025,"$1,679,555",,,,,,1679555.0,Williamson,2026-01-20,2026-01-20 23:01:29
"BURSTEIN HAROLD MARK &
BURSTEIN CATHERINE LEONA",7308 DUTCH RIVER CIR,Fairview (255),043D G 03100 000,0102,9/12/2025,"$811,917",,,,,,811917.0,Williamson,2026-01-20,2026-01-20 23:01:29
"BURTCHAELL JOHN &
SUZANNE LIV TRUST",313 HENRY RUSSELL ST,Franklin (263967),106P J 03400 000,,6/16/2025,$0,,,,,,0.0,Williamson,2026-01-20,2026-01-20 23:01:29
"BURT GARY PUTNAM &
BURT DENISE HOOK",150 SALTON LN,Spring Hill (701),154G K 03000 000,0136,12/4/2025,"$813,800",,,,,,813800.0,Williamson,2026-01-20,2026-01-20 23:01:29
BURTON DANIEL C,6569 SUNNY SIDE CT,Unincorporated (000),013K A 00700 000,0051,4/30/2025,$0,,,,,,0.0,Williamson,2026-01-20,2026-01-20 23:01:29
"BURTON JARED &
LAUREN FAM TRUST",6009 EMMA VICTORIA DR,Unincorporated (000),116G A 04200 000,,11/24/2025,"$1,215,000",,,,,,1215000.0,Williamson,2026-01-20,2026-01-20 23:01:29
"BURTON KAYE &
RICE KELLYE NERREN",521 SUGARTREE LN,Franklin (263264),079I A 01800 000,0018,12/19/2025,$0,,,,,,0.0,Williamson,2026-01-20,2026-01-20 23:01:29
"BURTON KYLE TYLER &
BURTON SARAH",4031 OGLETHORPE DR,Franklin (263967),117J F 01200 000,0646,11/26/2025,"$720,000",,,,,,720000.0,Williamson,2026-01-20,2026-01-20 23:01:29
"BURZI CARLO &
TASSINARI JENNY",601 FOXBOROUGH SQ W,Brentwood (086),012N A 02800C023,0601,9/29/2025,$0,,,,,,0.0,Williamson,2026-01-20,2026-01-20 23:01:29
BUSBEE CATHY LYNN,1300 CLAIRMONTE LN,Franklin (263264),078A A 01400 000,0123,7/10/2025,$0,,,,,,0.0,Williamson,2026-01-20,2026-01-20 23:01:29
BUSBEE FAM TRUST,2757 OTTERHAM DR,Thompson's Station (718),145G D 02200 000,0122,6/27/2025,"$1,455,623",,,,,,1455623.0,Williamson,2026-01-20,2026-01-20 23:01:29
"BUSBICE WILLIAM MATTHEW &
BUSBICE BREANNA",1296 LIBERTY PK,Franklin (263967),080 00100 000,,12/10/2025,"$5,500,000",,,,,,5500000.0,Williamson,2026-01-20,2026-01-20 23:01:29
"BUSH DONALD CORWIN III &
RICHEY EMMA RAE",2135 LOUDENSLAGER DR,Spring Hill (701),153L L 02300 000,0061,7/21/2025,"$492,000",,,,,,492000.0,Williamson,2026-01-20,2026-01-20 23:01:29
"BUSHEY RICHARD &
BUSHEY CARLA",114 MITFORD PVT LN,Spring Hill (701),154O D 00400 000,0004,12/5/2025,"$1,074,900",,,,,,1074900.0,Williamson,2026-01-20,2026-01-20 23:01:29
BUSH MICHAEL A,3127 LANGLEY DR,Franklin (263967),077E A 00500 000,1228,11/17/2025,"$600,000",,,,,,600000.0,Williamson,2026-01-20,2026-01-20 23:01:29
"BUSH REBECCA MARIE &
BUSH ANDREW JAMES",2204 OAKWOOD CT,Unincorporated (000),105F A 02800 000,0166,10/27/2025,"$975,000",,,,,,975000.0,Williamson,2026-01-20,2026-01-20 23:01:29
"BUSH WADE JOSEPH &
BUSH MICHELLE LEIGH",6119 CHRISTMAS DR,Nolensville (535),059F G 01600 000,1448,3/18/2025,"$690,000",,,,,,690000.0,Williamson,2026-01-20,2026-01-20 23:01:29
BUTCHKO FAMILY REV TRUST,4212 CROWDER RD,Unincorporated (000),116 04905 000,,12/22/2025,$0,,,,,,0.0,Williamson,2026-01-20,2026-01-20 23:01:29
BUTER ROBIN JANINE,9073 HEADWATERS DR,Franklin (263967),106C J 02700 000,0142,7/29/2025,"$662,000",,,,,,662000.0,Williamson,2026-01-20,2026-01-20 23:01:29
"BUTLER ANEJENETTE M &
BUTLER SCOTT M",3540 JOSEPHINE WAY,Nolensville (535),058F C 01000 000,0179,11/13/2025,"$1,427,775",,,,,,1427775.0,Williamson,2026-01-20,2026-01-20 23:01:29
BUTLER FAM REV LIV TRUST,1311 PARKER PL,Brentwood (086),035H B 03900 000,0085,5/23/2025,$0,,,,,,0.0,Williamson,2026-01-20,2026-01-20 23:01:29
BUTLER FAM REV LIV TRUST,117 GILBERT DR,Unincorporated (000),106H C 08600 000,,10/14/2025,$0,,,,,,0.0,Williamson,2026-01-20,2026-01-20 23:01:29
"BUTLER KEVIN D &
BUTLER JENNIFER K",1310 HABER DR,Brentwood (086),035H D 00200 000,0036,10/11/2025,$0,,,,,,0.0,Williamson,2026-01-20,2026-01-20 23:01:29
BUTLER LINDSAY,9040 PASSIFLORA CT,Unincorporated (000),142J A 04300 000,,5/23/2025,"$857,500",,,,,,857500.0,Williamson,2026-01-20,2026-01-20 23:01:29
"BUTLER MONIQUE &
BUTLER STEVEN",721 JONES PKWY,Brentwood (086),029F F 00700 000,0068,10/17/2025,"$2,100,000",,,,,,2100000.0,Williamson,2026-01-20,2026-01-20 23:01:29
